text,category,label
"The average score of a cricket player after 48 innings is 49 and in the 49th innings the player scores 98 runs. In the 50th innings, what is the minimum number of runs required to increase his average score by 2 runs than it was before the 50th innings? ",Average,0
The average speed of a car is $\frac{5}{7}$th of that of a bus. The bus covers 750 km. in 10 hours. How much distance (in km) will the car cover in 7 hours ? ,Average,0
"The average age of all the 100 employees in an office is 29 years, where $\frac{2}{5}$ employees are ladies and the ratio of average age of men to women is 5: 7. The average age of female employees is: ",Average,0
"In an examination, a student scores 4 marks for every correct answer and loses 1 mark for every wrong answer. A student attempted all the 200 questions and scored in all 200 marks. The number of questions, he answered correctly was : ",Average,0
There are 6 consecutive odd numbers. The difference between the square of the average of the last three numbers and that of first three numbers is 288. What is the largest odd number? ,Average,0
"At present, Akki is seven years younger to Binny. Binny’s age sixteen years hence, will be equal to twice of Akki’s age two years ago. What will be the sum of their present ages? ",Average,0
"At present, Aanshi is five years younger to Binny. Binny’s age twenty-years hence will be equal to twice of Aanshi’s age five years ago. What will be Binny’s age eight years hence? ",Average,0
"The average age of a husband and wife was 23 years when they were married 5 years ago. The average age of the husband, the wife and a child who was born during the interval, is 20 years now. How old is the child now? ",Average,0
Sum of A’s and B’s age 6 years ago is 88. A’s age 18 years ago is equal to B’s age 6 years ago. Find the age of A two years hence? ,Average,0
"Bina is as many years younger to Abhi, as she is older to Chia. Abhi’s age 4 years hence will be equal to Chia’s age 12 years hence. Bina is how many years younger to Abhi ? ",Average,0
Four years hence A’s age will be twice of B’s age eight years hence. Six years ago A’s age was thrice of B’s age two years ago. What is A’s present age? (in years) ,Average,0
"In a Zumba class, the average age of all the members was 43.5 years, 10 members left the class and 6 new members joined. If the average age increased by 2 years and the total age decreased by 110, what was the number of members in the class initially? ",Average,0
The average of the first fifteen natural numbers is,Average,0
The average of the first ten whole numbers is,Average,0
The average salary of staff—X per month is Rs. 46000. The average salary of staff-Y per month is Rs. 11000. The average salary of the entire staff in the office is Rs.12000 per month. What is the number of staff-Y in the office if the number of staff—X is 15? ,Average,0
The age of Jaya 10 years ago is equal to Simaran’s present age. The sum of Jaya’s age 8 years hence from today and Simaran’s age 12 years ago is 90 years. What was the age of Komal 13 years ago from now if Komal is 9 years younger than Simaran ? ,Average,0
"There are 14 members in a yoga training centre. Four members of it leave and 6 new members join the centre. As a result, the average age of the members of the centre decreases by 5 years and the sum of all members also decreases by 20 years. What is the new average age of the members ? ",Average,0
"The mean temperature of Mon- day and Thursday was 36°C. If the temperature on Thursday was $\frac{4}{5}$th of that of Monday, then what was the temperature on Thursday? ",Average,0
The sum of five numbers is 555. The average of first two numbers is 75 and the third number is 115. What is the average of last two-numbers? ,Average,0
The sum of seven consecutive even numbers of a set is 532. What is the average of first four consecutive even numbers of the same set ? ,Average,0
"Four numbers are written in a row. The average of first two numbers is 7, the average of the middle two terms is 2.3 and the average of the last two numbers is 8.4. The average of first number and the last number is ",Average,0
Average of first five multiples of 5 is: ,Average,0
"The average of marks obtained by 120 students was 35. If the average of passed candidates was 39 and that of failed candidates is 15, the number of candidates who passed the examination is : ",Average,0
"The mean of n observations is ${\overline{{x}}}_{1}$. If the first observation is in- creased by 1, second by 2, and so on, then their mean is ${\overline{{x}}}_{2}$.The value of ${\overline{{x}}}_{2}-{\overline{{x}}}_{1}$ is ",Average,0
"10-In a group of 5 friends, the sum of age (in years) of each group of 4 of them are 124, 128, 130, 136 and 142. The age (in years) of the youngest of them is ",Average,0
The mean of 15 different natural numbers is 13. The maximum value of the second largest of these numbers is ,Average,0
"What will be the average of the following set of numbers ? 678, 193, 285, 494, 342, 762 ",Average,0
"The average weight of M,N and O is equal to 65 kg. The average weight of M and N is equal to 69.5 kg. The average weight of N and O is 66.5 kg. What is the weight of N ? ",Average,0
"The average score of a class of boys and girls in an examination is A. The ratio of boys and girls in the class is 3: 1. If the average score of the boys is (A + 1), the average score of the girls is:",Average,0
"8 years ago, Jyoti’s age was equal to the Swati’s present age. If the sum of Jyoti’s age 10 years from now and Swati’s age 6 years ago is 88 years. What was Kusum’s age 14 years ago if Kusum is 8 years younger to Swati ? (in years) ",Average,0
"In a yoga class there were 12 members . Two members left the class and 4 new members joined. If the average age decreased by 4 years and the total age de- creased by 2 years, what is the new average age of the class? (in years) ",Average,0
"There are 5 consecutive odd num- bers. If the difference between square of the average of first two odd numbers and the square of the average of last two odd num- bers is 588, what is the smallest odd number ? ",Average,0
"There are 5 consecutive odd numbers. If the difference between the square of the average of the first two odd numbers and square of the average of the last two odd numbers is 492, what is the smallest odd number? ",Average,0
There are three positive numbers. $\frac{1}{3}$rd of the average of all the three numbers is 8 less than the value of the largest number. The average of the lowest and the second lowest number is 8. Which is the largest number ?,Average,0
"The sum of present ages of a father and his son is 8 years more than the present age of the mother. The mother is 22 years older than her son, what will be the age of the father after 4 years ? ",Average,0
"Three Science classes A, B and C take a Life Science test. The average score of class A is 83. The average score of class B is 76. The average score of class C is 85. The average score of class A and B is 79 and average score of class B and C is 81. Then the average score of classes A, B and Cis ",Average,0
"The average of three numbers A, B and C is 50. If B = 30 and A + B = 78, what is the difference between A and C ?",Average,0
"X’s age 3 years ago was three times the present age of Y. At present, Z’s age is twice the age of Y. Also Z is 12 years younger than X. What is the present age of Z? ",Average,0
"What is the total number of 4 digit numbers that can be formed using the digits 0, 1, 2, 3, 4, 5 without repetition, such that the number is divisible by 9?",Permutation & Combination,5
"A committee of 6 teachers is to be formed out of 4 science teachers, 5 art teachers and 3 commerce teachers. In how many different ways can the committee be formed if two teachers from each stream are to be included ?",Permutation & Combination,5
In how many different ways can the committee be formed if no teacher from the commerce stream is to be included ?,Permutation & Combination,5
In how many different ways can the committee be formed if any teacher can be included in the committee ?,Permutation & Combination,5
In how many different ways can the letters of the word ‘PRAISE’ be arranged ?,Permutation & Combination,5
"On a shelf there are 4 books on Economics, 3 books on Management and 4 books on Statistics. In how many different ways can the books be arranged so that the books on Economics are kept together?",Permutation & Combination,5
In how many different ways can the letters of the word ‘ THERAPY ’ be arranged so that the vowels never come together?,Permutation & Combination,5
In how many ways the letters of the word VISITING can be rearranged ?,Permutation & Combination,5
In how many different ways can the letters of the word ‘REPLACE’ be arranged ?,Permutation & Combination,5
In how many ways the letters of the word SACRED can be arranged so that vowels come together ?,Permutation & Combination,5
In how many different ways can the letters of the word RUMOUR be arranged ?,Permutation & Combination,5
In how many different ways can the letters of the word ‘CANDI-DATE’ be arranged in such a way that the vowels always come together?,Permutation & Combination,5
"A committee of five members is to be formed out of 3 trainees, 4 professors and 6 research associates. In how many different ways this can be done if the committee should have all the 4 professors and 1 research associate or all 3 trainees and 2 professors?",Permutation & Combination,5
"From a group of 7 men and 6 women, five persons are to be selected to form a committee so that at least 3 men are there on the committee. In how many ways can this be done?",Permutation & Combination,5
"In a group of 6 boys and 4 girls, four children are to be selected. In how many different ways can they be selected such that at least one boy should be there ?",Permutation & Combination,5
In how many different ways can the letters of the word HARYANA be arranged?,Permutation & Combination,5
"Out of 7 consonants and 4 vowels, how many words of 3 consonants and 2 vowels can be formed ?",Permutation & Combination,5
"There is a group of 5 men, 6 women, and 8 children. 1 man, 1 woman and one child are going to be selected to play a game. In how many ways can the selection be done?",Permutation & Combination,5
From a group of 7 men and 6 women five persons are to be selected to form a committee such that at least 3 men are there on the committee. In how many ways can the committee be formed ?,Permutation & Combination,5
"There are 6 men and 7 women. In how many ways, a committee of 4 members can be formed such that a particular woman is always included?",Permutation & Combination,5
In how many different ways can the letters of the word CORPORATION be arranged in such a way that the vowels always come together ?,Permutation & Combination,5
"Out of 7 consonants and 4 vowels, how many words of 3 consonants and 2 vowels can be formed?",Permutation & Combination,5
"A man can send a message by using six flags. He had 4 black flags, 3 blue flags and 1 green flag. In how many ways a message can be transmitted?",Permutation & Combination,5
In how many ways a message can be transmitted by using all three coloured flags?,Permutation & Combination,5
"In how many different ways can the numbers ‘256974’ be arranged, using each digit only once in each arrangement, such that the digits 6 and 5 are at the extreme ends in each arrangement?",Permutation & Combination,5
"On a shelf three are 4 books on Economics, 3 books on Management and 4 books on Statistics. In how many different ways can the books be arranged so that the books on Economics are kept together?",Permutation & Combination,5
In how many different ways can be letters of the word SOFTWARE be arranged in such a way that the vowels always come together?,Permutation & Combination,5
"From a group of 7 men and 6 women, five persons are to be selected to form a committee so that at least 3 men are there on the committee. In how many ways can it be done ?",Permutation & Combination,5
The average earning of Srikanth for the initial three months of the calendar year 2012 is `2100. If his average earning (in `) for the second and third month is `2250 find his earning in the first month?,Average,0
"In a hotel where rooms are numbered from 201 to 230, each room gives an earning of `2000 for the first fifteen days of a month and for the latter half, `1000 per room. Find the average earning per room per day (in `) over the month. (Assume 30 day month)",Average,0
"The average weight of 10 men is decreased by 2 kg when, one of them weighing 140 kg is replaced by another person. Find the weight of the new person.",Average,0
The average age of a group of men is increased by 6 years when a person aged 26 years is replaced by a new person of aged 56 years. How many men are there in the group?,Average,0
"The average score of a cricketer in three matches is 33 runs and in two other matches, it is 23 runs. Find the average in all the five matches.",Average,0
The average of 15 papers is 50. The average of the first 8 papers is 48 and of the last eight papers is 54. Find the marks obtained in the 8th paper.,Average,0
"The average age of the Indian cricket team playing the Coimbatore test is 28. The average age of 5 of the players is 26 and that of another set of 5 players, totally different from the first five, is 29. If it is the captain who was not included in either of these two groups, then find the age of the captain.",Average,0
"Siddhartha has earned an average of 3200 dollars for the first eleven months of the year. If he justifies his staying on in the US on the basis of his ability to earn at least 4000 dollars per month for the entire year, how much should he earn (in dollars) in the last month to achieve his required average for the whole year?",Average,0
A bus goes to Ranchi from Patna at the rate of 80 km per hour. Another bus leaves Ranchi for Patna at the same time as the first bus at the rate of 90 km per hour. Find the average speed for the journeys of the two buses combined if it is known that the distance from Ranchi to Patna is 720 kilometres.,Average,0
"A train travels 12 km in the first quarter of an hour, 15 km in the second quarter and 30 km in the third quarter. Find the average speed of the train per hour over the entire journey.",Average,0
"The average weight of 6 men is 58.5 kg. If it is known that Ram and Tram weigh 65 kg each, find the average weight of the others.",Average,0
The average score of a class of 30 students is 56. What will be the average score of the rest of the students if the average score of 10 of the students is 59.,Average,0
"The average age of 60 students of IIM, Bangalore of the 2005 batch is 23 years. What will be the new average if we include the 40 faculty members whose average age is 35 years?",Average,0
"Out of three numbers, the first is twice the second and three times the third. The average of the three numbers is 132. The smallest number is",Average,0
"The sum of three numbers is 147. If the ratio between the first and second is 2 : 3 and that between the sec-ond and the third is 5 : 8, then the second number is",Average,0
The average height of 40 girls out of a class of 50 is 150 cm and that of the remaining girls is 155 cm. The average height of the whole class is,Average,0
"The average weight of 6 persons is increased by 1.5 kg when one of them, whose weight is 60 kg is replaced by a new man. The weight of the new man is",Average,0
"The average age of three boys is 24 years. If their ages are in the ratio 2:5:5, the age of the youngest boy is",Average,0
"The average age of P, Q, R and S four years ago was 46 years. By including M, the present average age of all the five is 51 years. The present age of M is",Average,0
"The average salary of 30 workers in an office is ` 1800 per month. If the manager’s salary is added, the average salary becomes ` 1900 per month. What is the manager’s annual salary?",Average,0
"If p, q, r, s and t are five consecutive even numbers, then their average is",Average,0
The average of first five multiples of 7 is,Average,0
"The average weight of a class of 30 students is 50 kg. If the weight of the teacher be included, the average weight increases by 500 gm. The weight of the teacher is",Average,0
"In a management entrance test, a student scores 3 marks for every correct answer and loses 1 mark for every wrong answer. A student attempts all the 100 questions and scores 160 marks. The number of questions he answered correctly was",Average,0
"The average age of five children is 7 years, which is increased by 5 years when the age of the father is included. Find the age of the father.",Average,0
"The average weight of a class of 20 students is 50 kg. If, however, the weight of the teacher is included, the average becomes 51 kg. The weight of the teacher is",Average,0
"The average income of Aditya and Vikas is ` 4,000 and that of Sudhir and Raunak is ` 2500. What is the average income of Aditya, Vikas, Sudhir and Raunak (in `)?",Average,0
"A batsman made an average of 55 runs in 4 innings, but in the fifth inning, he was out on zero. What is the average after the fifth inning?",Average,0
"The average weight of 50 teachers of a school is 70 kg. If, however, the weight of the principal be included, the average decreases by 0.5 kg. What is the weight of the principal?",Average,0
"The average temperature of 4th, 5th and 6th December was 25.6 °C. The average temperature of the first two days was 27 °C. The temperature on the 6th of December was:",Average,0
The average age of Gita and Sita is 30 years. Their average age 4 years hence will be,Average,0
"Three years ago, the average age of a family of 6 members was 18 years. A baby having been born, the average of the family is the same today. What is the age of the baby?",Average,0
"Ramu’s average daily expenditure is ` 21 during July, `24 during August and `11 during September. His approximate daily expenditure for the 3 months is",Average,0
A ship sails out to a mark at the rate of 25 km per hour and sails back at the rate of 30 km/h. What is its average rate of sailing?,Average,0
"The average temperature on Monday, Tuesday and Wednesday was 52 °C and on Tuesday, Wednesday and Thursday it was 50 °C. If on Thursday it was exactly 49 °C, then on Monday, the temperature was",Average,0
The average of 15 results is 20 out of which the first 5 results are having an average of 10. The average of the rest 10 results is,Average,0
A man had ten children. When their average age was 15 years a child aged 6 years died. The average age of the remaining 9 children is,Average,0
"The average income of Hari and Prasad is `200. The average income of Rahul and Ravi is ` 250. The average income of Hari, Prasad, Rahul and Ravi is",Average,0
"The average weight of 40 students is 40 kg. If the teacher of weight 122 kg is also included, then the average weight will become:",Average,0
"The average of a, b and c is 25. a is as much more than the average as b is less than the average. Find the value of c.",Average,0
"Find the average of four numbers 3 4 1 32 , 4 5 , 3 4 5 5 4 ◊",Average,0
"The average salary per head of all the workers in a company is `9000. The average salary of 15 officers is `5000 and the average salary per head of the rest is `10,000. Find the total number of workers in the company.",Average,0
"The average age of 10 men is increased by 3 years when one of them, whose age is 54 years is replaced by a woman. What is the age of the woman?",Average,0
"The average monthly expenditure of Aman was ` 100 during the first 3 months, ` 200 during the next 4 months and ` 400 during the subsequent five months of the year. If the total saving during the year was `3000, find Aman’s average monthly income (to the closest rupee)",Average,0
"Ram bought 2 articles for `5.50 each, and 3 articles for `3.50 each, and 3 articles for `5.50 and 5 articles for ` 1.50 each. The average price for one article is",Average,0
"In a bag, there are 150 coins of `1, 50 p and 25 p denominations. If the total value of coins is `150, then find how many rupees can be constituted by 50 p coins.",Average,0
"A bus travels with a speed of 10 km/h in the first 15 minutes, goes 5 km in the next 15 minutes, 15 km in the next 15, 10 km in the next 15. What is the average speed of the bus in kilometre per hour for the journey described?",Average,0
"With an average speed of 25 km/h, a train reaches its destination in time. If it goes with an average speed of 20 km/h, it is late by 1 hour. The length of the total journey is",Average,0
"In the month of January of a certain year, the average daily expenditure of an organisation was `60. For the first 15 days of the month, the average daily expenditure was ` 80 and for the last 17 days, `50. Find the amount spent by the organisation on the 15th of the month.",Average,0
"One-fifth of a certain journey is covered at the rate of 20 km/h, one-fourth at the rate of 50 km/h and the rest at 55 km/h. Find the average speed for the whole journey.",Average,0
A batsman makes a score of 40 runs in the 5th inning and thus increases his average by 4. Find the possible value of the new average.,Average,0
"Aman can type a sheet in 10 minutes, Baman in 20 minutes and Chaman in 30 minutes. The average number of sheets typed per hour per typist for all three typists is",Average,0
Find the average increase rate (per annum) if increase in the population in the first year is 10% and that in the second year is 20%.,Average,0
"The average income of a person for the first 5 days of a month is `20, for the next 10 days it is `24, for the next 10 days it is ` 30 and for the remain-ing days of the month it is ` 10. Find the average income (in `) per day.",Average,0
"In hotel Clarks, the rooms are numbered from 101 to 150 on the first floor, 201 to 240 on the second floor and 316 to 355 on the third floor. In the month of May 2018, the room occupancy was 50% on the first floor, 50% on the second floor and 30% on the third floor. If it is also known that the room charges are ` 2000, `1000 and `1500 on each of the floors, then find the average income per room (in `) for the month of May 2017.",Average,0
"A salesman gets a bonus according to the following structure: If he sells articles worth `x then he gets a bonus of `(x/10 – 1000). In the month of January, his sales value was `10000, in February it was `12000, from March to November it was `30000 for every month and in December it was `12000. Apart from this, he also receives a basic salary of `3000 per month from his employer. Find his average income per month (in `) during the year.",Average,0
The average of 61 results is 43. If the average of the first 48 results is 36 and that of the last 12 is 49. Find the 49th result.,Average,0
"A man covers half of his journey by train at 50 km/ hr, half of the remainder by bus at 25 km/h and the rest by cycle at 5 km/h. Find his average speed dur-ing the entire journey.",Average,0
"In 2010, Sachin Tendulkar, the Indian cricketer, scored 900 runs for his county at an average of 30, in 2011, he scored 950 runs at an average of 30.65; in 2012, 1300 runs at an average of 32.50 and in 2013, 1100 runs at an average of 35.49. What was his county average for the four years?",Average,0
"The average weight of 10 men is decreased by 5 kg when, one of them weighing 100 kg is replaced by another person. This new person is again replaced by another person, whose weight is 10 kg lower than the person he replaced. What is the overall change in the average due to this dual change?",Average,0
"Find the average weight of four packets, if it is known that the weight of the first packet is 20 kg and the weights of the second, third and fourth packets’ each is defined by f(x) = x2 – 2 5 ¥ (x2) where x = 10.",Average,0
"There are five boxes in a box hold. The weight of the first box is 40 kg and the weight of the second box is 50% higher than the weight of the third box, whose weight is 25% higher than the first boxes’ weight. The fourth box at 150 kg is 50% heavier than the fifth box. Find the difference in the aver-age weight of the four heaviest boxes and the four lightest boxes.",Average,0
"For Question 16, find the difference in the average weight of the heaviest three and the lightest three.",Average,0
20 persons went to a hotel for a combined dinner party. 15 of them spent ` 90 each on their dinner and the rest spent ` 30 more than the average expenditure of all the 20. What was the total money spent (in `) by them?,Average,0
"There were 30 students in a hostel. Due to the ad-mission of 20 new students, the expenses of the mess increase by `1600 per day while the average expenditure per head diminished by `8. What was the original expenditure of the mess?",Average,0
The average price of 3 precious diamond studded platinum thrones is ` 97610498312. if their prices are in the ratio 4:7:9. The price of the cheapest is,Average,0
"The average weight of 23boxes is 3kg. if the weight of the container (in which the boxes are kept) is included, the calculated average weight per box in-creases by 1 kg. What is the weight of the container?",Average,0
"A man covers 1/4th of his journey by cycle at 40 km/h, the ½ of the remaining by car at 20 km/h, and the rest by walking at 10 km/h. Find his average speed during the whole journey.",Average,0
"The average age of a group of 15 persons is 25 years and 5 months. Two persons, each 40 years old, left the group. What will be the average age of the remaining persons in the group?",Average,0
"The average salary of the entire staff in an depart-ment is `2000 per month. The average salary of officers is ` 3000 and that of non-officers is ` 1500. If the number of officers is 10, then find the number of non-officers in the office?",Average,0
"A person travels three equal distances at a speed of x km/h, y km/h and z km/h respectively. What will be the average speed during the whole journey?",Average,0
What may be the maximum average of their sum of the dates of birth?,Average,0
What may be the minimum average of their sum of the dates of births?,Average,0
If it is known that the dates of birth of three of them are even numbers then find maximum average of their sum of the dates of birth.,Average,0
"If the dates of birth, of four of them are prime numbers, then find the maximum average of the sum of their dates of birth.",Average,0
The average age of a group of persons going for a movie is 20 years. 10 new persons with an average age of 10 years join the group on the spot due to which the average of the group becomes 18 years. Find the number of persons initially going for the movie.,Average,0
"An engineering college has only four batches that contain 20, 40, 60 and 80 students respectively. The pass percentage of these classes, are 10%, 20%, 30% and 40% respectively. Find the pass percentage of the entire college.",Average,0
"Find the average of f(x), g(x), h(x), d(x) at x = 1. f(x) is equal to $x^3 + 12$, $g(x) = 15x^3 – 10$, $h(x) = log 10x^2$ and $d(x) = x^2",Average,0
"The average salary of employees in TCP is Rs. 20,000, the average salary of managers being Rs. 40,000 and the management trainees being `5000. The total number of workers could be",Average,0
"The weight of a metal piece as calculated by the average of 7 different experiments is 53.735 gm. The average of the first three experiments is 54.005 gm, of the fourth is 0.004 gm greater than the fifth, while the average of the sixth and seventh experiment was 0.010 gm less than the average of the first three. Find the weight of the body obtained by the fourth experiment.",Average,0
"Sumer’s average expenditure for the first 4 months of the year was `251.25. For the next 5 months the average monthly expenditure was `26.27 more than what it was during the first 4 months. If the person spent `760 in all during the remaining 3 months of the year, find what percentage of his annual income of `3000 he saved in the year.",Average,0
"A certain number of tankers were required to transport 60 lakh liters of oil from the IOCL factory in Mathura. However, it was found that since each tanker could take 50,000 liters of oil less, another 4 tankers were needed. How many tankers were initially, planned to be used?",Average,0
"One collective farm got an average harvest of 21 tons of wheat per hectare and another collective farm that had 12 acres of land less given to wheat, got 25 tons from a hectare. As a result, the second farm harvested 300 tons of wheat more than the first. How many tons of wheat did each farm harvest?",Average,0
"A team of miners planned to mine 1800 tons of ore during a certain number of days. Due to techni-cal difficulties in one-third of the planned number of days, the team was able to achieve an output of 20 tons of ore less than the planned output. To make up for this, the team overachieved for the rest of the days by 20 tons. The end result was that the team completed the task one day ahead of time. How many tons of ore did the team initially plan to ore per day?",Average,0
"According to a plan, a team of woodcutters decided to harvest 216 m3 of wheat in several days. In the first three days, the team fulfilled the daily assign-ment, and then it harvested 8 m3 of wheat over and above the plan everyday. Therefore, a day before the planned date, they had already harvested 232 m3 of wheat. How many cubic metres of wheat a day did the team have to cut according to the plan?",Average,0
"On an average, two litres of milk and one litre of water are needed to be mixed to make 1 kg of sudha shrikhand of type A, and 3 litres of milk and 2 litres of water are needed to be mixed to make 1 kg of sudha shrikhand of type B. How many kilograms of each type of shrikhand was manufactured if it is known that 130 litres of milk and 80 litres of water were used?",Average,0
"There are 500 seats in Minerva Cinema, Mumbai, placed in similar rows. After the reconstruction of the hall, the total number of seats became 10% less. The number of rows was reduced by 5 but each row contained 5 seats more than before. How many rows and how many seats in a row were there initially in the hall?",Average,0
"One fashion house has to make 810 dresses and another one 900 dresses during the same period of time. In the first house, the order was ready 3 days ahead of time and in the second house, 6 days ahead of time. How many dresses did each fashion house make a day if the second house made 21 dresses more a day than the first?",Average,0
A shop sold 64 kettles of two different capacities. The smaller kettle cost a rupee less than the larger one. The shop made 100 rupees from the sale of large kettles and 36 rupees from the sale of small ones. How many kettles of either capacity did the shop sell and what was the price of each kettle?,Average,0
"An enterprise got a bonus and decided to share it in equal parts between the exemplary workers. It turned out, however, that there were 3 more exemplary workers than it had been assumed. In that case, each of them would have got 4 rupees less. The administra-tion had found the possibility to increase the total sum of the bonus by 90 rupees and as a result each ex-emplary worker got 25 rupees. How many people got the bonus?",Average,0
"If the minister for economic affairs decided to reverse the process of calculation of average income and av-erage expenditure, what will happen to the estimated savings of a person living on Hoola Boola Moola island?",Average,0
"If it is known that Mr. Magoo Hoola Boola estimates his savings at 10 Moolahs and if it is further known that his actual expenditure is 288 Moolahs in an year (Moolahs, for those who are not aware, is the official currency of Hoola Boola Moola), then what will happen to his estimated savings if he suddenly calculates on the basis of a 12 month calendar year?",Average,0
A mixture of 75 liters of alcohol and water contains 20% of water. How much water must be added to the above mixture to make the water 25% of the resulting mixture?,Mixtures and Alligations,14
"Mr. Boogie Woogie comes back from the USA to Hoola Boola Moola and convinces his community comprising 546 families to start calculating the av-erage income and average expenditure on the basis of 12 months per calendar year. Now if it is known that the average estimated income on the island is (according to the old system) 87 Moolahs per month, then what will be the change in the average estimated savings for the island of Hoola Boola Moola. (As-sume that there is no other change).",Average,0
"Mr. Boogle Woogle comes back from the USSR and convinces his community comprising 273 families to start calculating the average income on the basis of 12 months per calendar year. Now if it is known that the average estimated income in his community is (according to the old system) 87 Moolahs per month, then what will be the change in the average estimated savings for the island of Hoola Boola Moola. (As-sume that there is no other change).",Average,0
A mixture of 160 gallons of wine and water contains 25% water. How much water must be added to the mixture in order to increase the percentage of water to 40% of the new mixture?,Mixtures and Alligations,14
"800 students took the CAT exam in Delhi. 50% of the boys and 90% of the girls cleared the cut off in the examination. If the total percentage of qualifying students is 60%, how many girls appeared in the examination?",Mixtures and Alligations,14
"If 10 kg of sugar costing `15/kg and 20 kg of salt costing `10/kg are mixed, find the average cost of the mixture in ` per kilogram.",Mixtures and Alligations,14
"The average salary per head of all workers (Grade A and Grade B) of a company is ` 400. The average salary of 100 grade A workers is ` 1000. If the average salary per head of the rest of the Grade B workers is ` 300, find the total number of workers in the company.",Mixtures and Alligations,14
"Ashok purchased two qualities of grains at the rate of ` 100 per quintal and ` 160 per quintal. In 50 quintals of the second quality, how much grain of the first quality should be mixed so that by selling the resulting mixture at ` 195 per quintal, he gains a profit of 30%?",Mixtures and Alligations,14
Two types of milk having the rates of `8/kg and `10/kg respectively are mixed in order to produce a mixture having the rate of `9.20/kg. What should be the amount of the second type of milk if the amount of the first type of milk in the mixture is 20 kg?,Mixtures and Alligations,14
"How many kilograms of salt worth ` 360 per kg should be mixed with 10 kg of salt worth `420 per kg, such that by selling the mixture at ` 480 per kg, there may be a gain of 20%?",Mixtures and Alligations,14
Kiran lends ` 1000 on simple interest to Harsh for a period of 5 years. She lends a part of the amount at 2% interest and the rest at 8% and receives ` 300 as the amount of interest. How much money (in `) did she lend on 2% interest rate?,Mixtures and Alligations,14
A tank contains 500 liters of wine. 50 liters of wine is taken out of it and replaced by water. The process is repeated again. Find the proportion of water and wine in the resulting mixture.,Mixtures and Alligations,14
"A man purchased a table and a chair for `2000. He sold the table at a profit of 20% and the chair at a profit of 40%. In this way, his total profit was 25%. Find the cost price (in `) of the table.",Mixtures and Alligations,14
A dishonest shopkeeper purchased milk at `100 per litre and mixed 10 liters of water in it. By selling the mixture at the rate of ` 100 per litre he earns a profit of 25%. The quantity of the amount of the mixture that he had was:,Mixtures and Alligations,14
A tank has a capacity of 10 gallons and is full of alcohol. 2 gallons of alcohol are drawn out and the tank is again filled with water. This process is repeated 5 times. Find out how much alcohol is left in the resulting mixture finally?,Mixtures and Alligations,14
"A vessel is full of milk 1/4 of the milk is taken out and the vessel is filled with water. If the process is repeated 4 times and 100 liters of milk is finally left in the vessel, what is the capacity of the vessel?",Mixtures and Alligations,14
In what ratio should two qualities of tea having the rates of ` 40 per kg and ` 30 per kg be mixed in order to get a mixture that would have a rate ofRs 35per kg?,Mixtures and Alligations,14
"Raman steals four gallons of liquid soap kept in a train compartment’s bathroom from a container that is full of liquid soap. He then fills it with water to avoid detection. Unable to resist the temptation he steals 4 gallons of the mixture again, and fills it with water. When the liquid soap is checked at a station it is found that the ratio of the liquid soap now left in the container to that of the water in it is 36: 13. What was the initial amount of the liquid soap in the container if it is known that the liquid soap is neither used nor augmented by anybody else during the entire period?",Mixtures and Alligations,14
In what ratio should water be mixed with soda costing `12 per litre so as to make a profit of 50% by selling the diluted liquid at `15 per litre?,Mixtures and Alligations,14
A sum of ` 4 is made up of 20 coins that are either 10 paise coins or 60 paise coins. Find out how many 20 paise coins are there in the total amount.,Mixtures and Alligations,14
"Pinku a dishonest grocer professes to sell pure butter at cost price, but he mixes it with adulterated fat and thereby gains 25%. Find the percentage of adulterated fat in the mixture assuming that adulterated fat is freely available.",Mixtures and Alligations,14
"If we express 12(4/15)% as a fraction, then it is equal to",Percentage,2
A mixture of 40 liters of milk and water contains 10% water. How much water should be added to it to increase the percentage of water to 25%?,Mixtures and Alligations,14
Two vessels contain a mixture of spirit and water. In the first vessel the ratio of spirit to water is 8 : 3 and in the second vessel the ratio is 5 : 1. A 35 litre cask is filled from these vessels so as to contain a mixture of spirit and water in the ratio of 4 :1. How many liters are taken from the first vessel?,Mixtures and Alligations,14
"There are two mixtures of milk and water, the quantity of milk in them being 20% and 80% of the mixture. If 2 liters of the first are mixed with three liters of the second, what will be the ratio of milk to water in the new mixture?",Mixtures and Alligations,14
There are two kinds of alloys of silver and copper. The first alloy contains silver and copper such that 93.33% of it is silver. In the second alloy there is 86.66% silver. What weight of the first alloy should be mixed with some weight of the second alloy so as to make a 100 kg mass containing 90% of silver?,Mixtures and Alligations,14
"Two buckets of equal capacity are full of a mixture of milk and water. In the first, the ratio of milk to water is 1 : 7 and in the second it is 3 : 8. Now both the mixtures are mixed in a bigger container. What is the resulting ratio of milk to water?",Mixtures and Alligations,14
"A bag contains a total of 105 coins of `1, 50 p and 25 p denominations. Find the total number of coins of ` 1 if there are a total of 50.5 rupees in the bag and it is known that the number of 25 paise coins are 133.33% more than the number of 1 rupee coins.",Mixtures and Alligations,14
Two vessels contain spirit and water mixed respectively in the ratio of 1: 4 and 4: 1 Find the ratio in which these are to be mixed to get a new mixture in which the ratio of spirit to water is 1: 3.,Mixtures and Alligations,14
"The price of a table and a chair is `3000. The table was sold at a 20% profit and the chair at a 10% loss. If in the transaction a man gains ` 300, how much is cost price (in `) of the table?",Mixtures and Alligations,14
